legislative_body,bill_number,status,status_date,title,description
NY,K00784,Signed,2024-01-23,Honoring Thomas Joy upon the occasion of his designation as recipient of a Lincoln-King Visionary Award for his commitment and service to his community,Honoring Thomas Joy upon the occasion of his designation as recipient of a Lincoln-King Visionary Award for his commitment and service to his community
NY,K00785,Signed,2024-01-23,Honoring Shaykh Safraz Bacchus upon the occasion of his designation as recipient of a Lincoln-King Visionary Award for his commitment and service to his community,Honoring Shaykh Safraz Bacchus upon the occasion of his designation as recipient of a Lincoln-King Visionary Award for his commitment and service to his community
NY,K00786,Signed,2024-01-23,Honoring Jean Herve Panier upon the occasion of his designation as recipient of a Lincoln-King Visionary Award for his commitment and service to his community,Honoring Jean Herve Panier upon the occasion of his designation as recipient of a Lincoln-King Visionary Award for his commitment and service to his community
NY,K00787,Signed,2024-01-23,Honoring Honorable Sadri Altinok upon the occasion of his designation as recipient of a Lincoln-King Visionary Award for his commitment and service to his community,Honoring Honorable Sadri Altinok upon the occasion of his designation as recipient of a Lincoln-King Visionary Award for his commitment and service to his community
NY,K00788,Signed,2024-01-23,Honoring H.E. Dr. Ibrahim Lawson Fofanah upon the occasion of his designation as recipient of a Lincoln-King Visionary Award for his commitment and service to his community,Honoring H.E. Dr. Ibrahim Lawson Fofanah upon the occasion of his designation as recipient of a Lincoln-King Visionary Award for his commitment and service to his community
NY,K00789,Signed,2024-01-23,Honoring Rev. Joseph N. Felix upon the occasion of his designation as recipient of a Lincoln-King Visionary Award for his commitment and service to his community,Honoring Rev. Joseph N. Felix upon the occasion of his designation as recipient of a Lincoln-King Visionary Award for his commitment and service to his community
NY,K00790,Signed,2024-01-23,"Mourning the death of Kimberly McKeown, distinguished citizen, cherished member of her family and community, and devoted public servant","Mourning the death of Kimberly McKeown, distinguished citizen, cherished member of her family and community, and devoted public servant"
NY,K00791,Signed,2024-01-23,Commemorating the 100th Anniversary of the Kerhonkson Volunteer Fire Company,Commemorating the 100th Anniversary of the Kerhonkson Volunteer Fire Company
NY,K00792,Signed,2024-01-24,"Memorializing Governor Kathy Hochul to proclaim January 11, 2024, as Human Trafficking Awareness Day in the State of New York","Memorializing Governor Kathy Hochul to proclaim January 11, 2024, as Human Trafficking Awareness Day in the State of New York"
NY,K00793,Signed,2024-01-24,Congratulating Peter Andrew Baynes upon the occasion of his retirement after 18 years of distinguished service as Executive Director of the New York State Conference of Mayors,Congratulating Peter Andrew Baynes upon the occasion of his retirement after 18 years of distinguished service as Executive Director of the New York State Conference of Mayors
NY,K00794,Signed,2024-01-24,Congratulating Irene Smythe-Bullock upon the occasion of celebrating her 100th Birthday,Congratulating Irene Smythe-Bullock upon the occasion of celebrating her 100th Birthday
NY,K00795,Signed,2024-01-24,"Congratulating the Cincinnatus Girls Varsity Soccer Team upon the occasion of capturing the 2023 Class D NYSPHSAA Soccer State Championship on November 12, 2023","Congratulating the Cincinnatus Girls Varsity Soccer Team upon the occasion of capturing the 2023 Class D NYSPHSAA Soccer State Championship on November 12, 2023"
NY,K00796,Signed,2024-01-24,"Congratulating the Whitney Point Girls Varsity Field Hockey Team upon the occasion of capturing the 2023 Class C NYSPHSAA Field Hockey State Championship on November 12, 2023","Congratulating the Whitney Point Girls Varsity Field Hockey Team upon the occasion of capturing the 2023 Class C NYSPHSAA Field Hockey State Championship on November 12, 2023"
NY,K00798,Signed,2024-01-29,"Memorializing Governor Kathy Hochul to proclaim January 26, 2024, as the 211th Anniversary of Juan Pablo Duarte Day in the State of New York","Memorializing Governor Kathy Hochul to proclaim January 26, 2024, as the 211th Anniversary of Juan Pablo Duarte Day in the State of New York"
NY,K00799,Signed,2024-01-29,"Memorializing Governor Kathy Hochul to proclaim January 27, 2024, as Holocaust Remembrance Day in the State of New York","Memorializing Governor Kathy Hochul to proclaim January 27, 2024, as Holocaust Remembrance Day in the State of New York"
NY,K00800,Signed,2024-01-29,"Recognizing February 2, 2024, as World Wetlands Day","Recognizing February 2, 2024, as World Wetlands Day"
NY,K00801,Signed,2024-01-29,Commending Jason's Vineyard upon the occasion of producing New York State's Best Sparkling Wine in the 2023 New York Wine Classic by the New York Wine & Grape Foundation,Commending Jason's Vineyard upon the occasion of producing New York State's Best Sparkling Wine in the 2023 New York Wine Classic by the New York Wine & Grape Foundation
NY,K00802,Signed,2024-01-29,Commending Lieutenant Justin Berry upon the occasion of his designation as Firefighter of the Year by the Firefighters Association of the State of New York,Commending Lieutenant Justin Berry upon the occasion of his designation as Firefighter of the Year by the Firefighters Association of the State of New York
NY,K00803,Signed,2024-01-29,"Honoring Coach Tom Otis upon the occasion of his designation as recipient of the Little League Coach of the Year Award on August 19, 2023","Honoring Coach Tom Otis upon the occasion of his designation as recipient of the Little League Coach of the Year Award on August 19, 2023"
NY,K00804,Signed,2024-01-29,Honoring Paumanok Vineyards upon the occasion of its designation as recipient of the Governor's Cup Award by the New York Wine and Grape Foundation,Honoring Paumanok Vineyards upon the occasion of its designation as recipient of the Governor's Cup Award by the New York Wine and Grape Foundation
NY,K00805,Signed,2024-01-29,"Commending the Most Worshipful Prince Hall Grand Lodge of New York upon the occasion of hosting its Vincent E. Best Mid-Year Assembly January 26-28, 2024","Commending the Most Worshipful Prince Hall Grand Lodge of New York upon the occasion of hosting its Vincent E. Best Mid-Year Assembly January 26-28, 2024"
NY,K00807,Signed,2024-01-30,"Memorializing Governor Kathy Hochul to proclaim January 2024, as Mentoring Month in the State of New York","Memorializing Governor Kathy Hochul to proclaim January 2024, as Mentoring Month in the State of New York"
NY,K00808,Signed,2024-01-30,Memorializing Governor Kathy Hochul to proclaim February 2024 as American Heart Month in the State of New York,Memorializing Governor Kathy Hochul to proclaim February 2024 as American Heart Month in the State of New York
NY,K00809,Signed,2024-01-30,"Congratulating the Cardinal Hayes High School Football Team upon the occasion of capturing the 2023 New York State Catholic High School Athletic Association Championship on December 2, 2023","Congratulating the Cardinal Hayes High School Football Team upon the occasion of capturing the 2023 New York State Catholic High School Athletic Association Championship on December 2, 2023"
NY,K00810,Signed,2024-01-30,"Commending the Julia L. Butterfield Memorial Library upon the occasion of hosting its Bicentennial celebration on December 19, 2023","Commending the Julia L. Butterfield Memorial Library upon the occasion of hosting its Bicentennial celebration on December 19, 2023"
NY,K00811,Signed,2024-01-30,Commending Chris Hoke upon the occasion of her designation as Grand Marshal of the 2024 Utica St. Patrick's Day Parade,Commending Chris Hoke upon the occasion of her designation as Grand Marshal of the 2024 Utica St. Patrick's Day Parade
NY,K00812,Signed,2024-01-30,"Commemorating the 200th Anniversary of the Utica St. Patrick's Day Parade on March 16, 2024","Commemorating the 200th Anniversary of the Utica St. Patrick's Day Parade on March 16, 2024"
NY,K00813,Signed,2024-01-30,Commending Mike Hoke upon the occasion of his designation as Grand Marshal of the 2024 Utica St. Patrick's Day Parade,Commending Mike Hoke upon the occasion of his designation as Grand Marshal of the 2024 Utica St. Patrick's Day Parade
NY,K00814,Signed,2024-01-30,"Commemorating the 110th Anniversary of the Union Station in Utica, New York on May 24, 2024","Commemorating the 110th Anniversary of the Union Station in Utica, New York on May 24, 2024"
NY,K00815,Signed,2024-01-30,"Commemorating the 247th Anniversary of Sybil Ludington's legendary ride, alerting the American Militia that British forces were approaching","Commemorating the 247th Anniversary of Sybil Ludington's legendary ride, alerting the American Militia that British forces were approaching"
NY,K00816,Signed,2024-01-30,Commemorating the 2nd Annual Honor Flight Day in the State of New York,Commemorating the 2nd Annual Honor Flight Day in the State of New York
NY,K00817,Signed,2024-01-30,Commemorating the 16th Anniversary of Kosovo's Independence,Commemorating the 16th Anniversary of Kosovo's Independence
NY,K00818,Signed,2024-01-30,"Commemorating the 223rd Birthday of William H. Seward, former New York State Senator,former New York State Governor, former United States Senator, former United States Secretary of State, and purchaser of Alaska","Commemorating the 223rd Birthday of William H. Seward, former New York State Senator,former New York State Governor, former United States Senator, former United States Secretary of State, and purchaser of Alaska"
NY,K00819,Signed,2024-01-31,"Memorializing Governor Kathy Hochul to proclaim January 2024, as Cervical Cancer Awareness Month in the State of New York","Memorializing Governor Kathy Hochul to proclaim January 2024, as Cervical Cancer Awareness Month in the State of New York"
NY,K00820,Signed,2024-01-31,"Memorializing Governor Kathy Hochul to proclaim January 2024, as CBD Month in the State of New York","Memorializing Governor Kathy Hochul to proclaim January 2024, as CBD Month in the State of New York"
NY,K00821,Signed,2024-01-31,Commemorating Fred Korematsu's 106th Birthday,Commemorating Fred Korematsu's 106th Birthday
NY,K00822,Signed,2024-02-05,"Memorializing Governor Kathy Hochul to proclaim February 2024, as Black History Month in the State of New York","Memorializing Governor Kathy Hochul to proclaim February 2024, as Black History Month in the State of New York"
NY,K00823,Signed,2024-02-05,"Memorializing Governor Kathy Hochul to proclaim Friday, February 2, 2024, as Wear Red for Women Day in the State of New York","Memorializing Governor Kathy Hochul to proclaim Friday, February 2, 2024, as Wear Red for Women Day in the State of New York"
NY,K00824,Signed,2024-02-05,"Memorializing Governor Kathy Hochul to proclaim February 4, 2024, as Cancer Day in the State of New York, in conjunction with the observance of World Cancer Day","Memorializing Governor Kathy Hochul to proclaim February 4, 2024, as Cancer Day in the State of New York, in conjunction with the observance of World Cancer Day"
NY,K00825,Signed,2024-02-05,"Memorializing Governor Kathy Hochul to proclaim February 29, 2024, as Rare Disease Day in the State of New York","Memorializing Governor Kathy Hochul to proclaim February 29, 2024, as Rare Disease Day in the State of New York"
NY,K00826,Signed,2024-02-05,"Mourning the death of Sister Ann Sakac, OP, devoted member of her community, and longest-serving president of Mount Saint Mary College","Mourning the death of Sister Ann Sakac, OP, devoted member of her community, and longest-serving president of Mount Saint Mary College"
NY,K00827,Signed,2024-02-05,"Congratulating Mia Collins of Ballston Spa High School upon the occasion of capturing the 2024 NYSPHSAA Girls Wrestling Championship title in the 132-pound Division on January 26, 2024","Congratulating Mia Collins of Ballston Spa High School upon the occasion of capturing the 2024 NYSPHSAA Girls Wrestling Championship title in the 132-pound Division on January 26, 2024"
NY,K00828,Signed,2024-02-05,"Honoring Dr. Bindukumar Nair upon the occasion of his designation as recipient of the Community Pride Award by the Council of Heritage and Arts of India, Inc.","Honoring Dr. Bindukumar Nair upon the occasion of his designation as recipient of the Community Pride Award by the Council of Heritage and Arts of India, Inc."
NY,K00829,Signed,2024-02-05,"Commemorating the 100th Anniversary of Syracuse University's Maxwell School of Citizenship and Public Affairs on October 3, 2024","Commemorating the 100th Anniversary of Syracuse University's Maxwell School of Citizenship and Public Affairs on October 3, 2024"
NY,K00830,Signed,2024-02-05,"Honoring Syracuse University Men's Basketball Head Coach Jim Boeheim for his retirement, and his outstanding actions in pursuit of athletic and coaching excellence in celebration of Jim Boeheim Day","Honoring Syracuse University Men's Basketball Head Coach Jim Boeheim for his retirement, and his outstanding actions in pursuit of athletic and coaching excellence in celebration of Jim Boeheim Day"
NY,K00831,Signed,2024-02-05,"Congratulating the Waverly High School Football Team upon the occasion of capturing the 2023 NYSPHSAA Class C Football Championship on December 2, 2023","Congratulating the Waverly High School Football Team upon the occasion of capturing the 2023 NYSPHSAA Class C Football Championship on December 2, 2023"
NY,K00832,Signed,2024-02-06,"Memorializing Governor Kathy Hochul to proclaim January 28 to February 3, 2024, as Physician Anesthesiologists Week in the State of New York","Memorializing Governor Kathy Hochul to proclaim January 28 to February 3, 2024, as Physician Anesthesiologists Week in the State of New York"
NY,K00833,Signed,2024-02-06,"Memorializing Governor Kathy Hochul to proclaim February 4, 2024, as Transit Equity Day in the State of New York","Memorializing Governor Kathy Hochul to proclaim February 4, 2024, as Transit Equity Day in the State of New York"
NY,K00834,Signed,2024-02-06,"Memorializing Governor Kathy Hochul to proclaim February 17-24, 2024, as FFA Week in the State of New York","Memorializing Governor Kathy Hochul to proclaim February 17-24, 2024, as FFA Week in the State of New York"
NY,K00835,Signed,2024-02-06,"Memorializing Governor Kathy Hochul to proclaim February 9, 2024, as P.S. I Love You Day in the State of New York","Memorializing Governor Kathy Hochul to proclaim February 9, 2024, as P.S. I Love You Day in the State of New York"
NY,K00836,Signed,2024-02-06,Commemorating the 20th Annual Susan B. Anthony Day in the State of New York,Commemorating the 20th Annual Susan B. Anthony Day in the State of New York
NY,K00837,Signed,2024-02-07,"Memorializing Governor Kathy Hochul to proclaim February 7, 2024, as Girls and Women in Sports Day in the State of New York","Memorializing Governor Kathy Hochul to proclaim February 7, 2024, as Girls and Women in Sports Day in the State of New York"
NY,K00838,Signed,2024-02-07,"memorializing Governor Kathy Hochul to proclaim February 2024, as Turner Syndrome Awareness Month in the State of New York","memorializing Governor Kathy Hochul to proclaim February 2024, as Turner Syndrome Awareness Month in the State of New York"
NY,K00839,Signed,2024-02-07,"Memorializing Governor Kathy Hochul to proclaim February 2024, as Lamb Lovers Month in the State of New York","Memorializing Governor Kathy Hochul to proclaim February 2024, as Lamb Lovers Month in the State of New York"
NY,K00840,Signed,2024-02-27,"Mourning the death of Luciel Boles-Wilson, distinguished citizen, and devoted member of her community","Mourning the death of Luciel Boles-Wilson, distinguished citizen, and devoted member of her community"
NY,K00841,Signed,2024-02-12,"Mourning the death of Herbert Clifton Thorpe, distinguished citizen and devoted member of his community","Mourning the death of Herbert Clifton Thorpe, distinguished citizen and devoted member of his community"
NY,K00842,Signed,2024-02-12,"Congratulating the Saratoga Springs Rotary Club upon the occasion of hosting its 50th Annual Home & Lifestyle Show on March 2-3, 2024","Congratulating the Saratoga Springs Rotary Club upon the occasion of hosting its 50th Annual Home & Lifestyle Show on March 2-3, 2024"
NY,K00843,Signed,2024-02-12,"Mourning the death of Herbert C. Loesch, Jr., distinguished citizen and devoted member of his community","Mourning the death of Herbert C. Loesch, Jr., distinguished citizen and devoted member of his community"
NY,K00844,Signed,2024-02-12,"Honoring Mike Bowers upon the occasion of his designation as recipient of the Lifetime Achiever of the Year Award by the Clarence Chamber of Commerce on March 21, 2024","Honoring Mike Bowers upon the occasion of his designation as recipient of the Lifetime Achiever of the Year Award by the Clarence Chamber of Commerce on March 21, 2024"
NY,K00845,Signed,2024-02-12,"Honoring Dragonfly Art and Soul upon the occasion of its designation as recipient of the Small Business of the Year Award by the Clarence Chamber of Commerce on March 21, 2024","Honoring Dragonfly Art and Soul upon the occasion of its designation as recipient of the Small Business of the Year Award by the Clarence Chamber of Commerce on March 21, 2024"
NY,K00846,Signed,2024-02-12,"Honoring Cheryl Anthony upon the occasion of her designation as recipient of the Volunteer of the Year Award by the Clarence Chamber of Commerce on March 21, 2024","Honoring Cheryl Anthony upon the occasion of her designation as recipient of the Volunteer of the Year Award by the Clarence Chamber of Commerce on March 21, 2024"
NY,K00847,Signed,2024-02-12,"Honoring Lavocat's Family Greenhouse and Nursery upon the occasion of its designation as recipient of the Large Business of the Year Award by the Clarence Chamber of Commerce on March 21, 2024","Honoring Lavocat's Family Greenhouse and Nursery upon the occasion of its designation as recipient of the Large Business of the Year Award by the Clarence Chamber of Commerce on March 21, 2024"
NY,K00848,Signed,2024-02-12,"Honoring Brandon Sutton upon the occasion of his designation as recipient of the Young Entrepreneur of the Year Award by the Clarence Chamber of Commerce on March 21, 2024","Honoring Brandon Sutton upon the occasion of his designation as recipient of the Young Entrepreneur of the Year Award by the Clarence Chamber of Commerce on March 21, 2024"
NY,K00849,Signed,2024-02-12,"Honoring Northern Erie Sno-Seekers upon the occasion of its designation as recipient of the Organization of the Year Award by the Clarence Chamber of Commerce on March 21, 2024","Honoring Northern Erie Sno-Seekers upon the occasion of its designation as recipient of the Organization of the Year Award by the Clarence Chamber of Commerce on March 21, 2024"
NY,K00850,Signed,2024-02-12,"Honoring Buffa-Blo upon the occasion of its designation as recipient of the New Small Business Award by the Clarence Chamber of Commerce on March 21, 2024","Honoring Buffa-Blo upon the occasion of its designation as recipient of the New Small Business Award by the Clarence Chamber of Commerce on March 21, 2024"
NY,K00851,Signed,2024-02-12,"Honoring Heidi and Douglas Kohler upon the occasion of their designation as recipients of the Educators of the Year Award by the Clarence Chamber of Commerce on March 21, 2024","Honoring Heidi and Douglas Kohler upon the occasion of their designation as recipients of the Educators of the Year Award by the Clarence Chamber of Commerce on March 21, 2024"
NY,K00852,Signed,2024-02-12,"Memorializing Governor Kathy Hochul to proclaim February 2024, as Teen Dating Violence Awareness and Prevention Month in the State of New York","Memorializing Governor Kathy Hochul to proclaim February 2024, as Teen Dating Violence Awareness and Prevention Month in the State of New York"
NY,K00853,Signed,2024-02-12,"Memorializing Governor Kathy Hochul to proclaim February 2024, as Library Lover's Month in the State of New York","Memorializing Governor Kathy Hochul to proclaim February 2024, as Library Lover's Month in the State of New York"
NY,K00854,Signed,2024-02-12,"Memorializing Governor Kathy Hochul to proclaim February 10, 2024, as Snowmobile Ride Day in the State of New York","Memorializing Governor Kathy Hochul to proclaim February 10, 2024, as Snowmobile Ride Day in the State of New York"
NY,K00855,Signed,2024-02-13,"Commemorating the Asian American community's celebration of the Lunar New Year, the Year of the Dragon, on February 10, 2024","Commemorating the Asian American community's celebration of the Lunar New Year, the Year of the Dragon, on February 10, 2024"
NY,K00856,Signed,2024-02-13,"Honoring the life and heroic actions of Daniel S. DeWolf, renowned firefighter, devoted father and grandfather, and distinguished member of his community","Honoring the life and heroic actions of Daniel S. DeWolf, renowned firefighter, devoted father and grandfather, and distinguished member of his community"
NY,K00857,Signed,2024-02-13,Commemorating the 75th Anniversary of the Watkins Glen Area Chamber of Commerce,Commemorating the 75th Anniversary of the Watkins Glen Area Chamber of Commerce
NY,K00858,Signed,2024-02-13,Congratulating Ariel Staffin upon the occasion of her designation as Miss Hudson Valley 2024,Congratulating Ariel Staffin upon the occasion of her designation as Miss Hudson Valley 2024
NY,K00859,Signed,2024-02-13,"Honoring Dr. Victor G. Alicea, Founder, President, and devoted advocate for higher education, upon the occasion of Boricua College's 50th Anniversary","Honoring Dr. Victor G. Alicea, Founder, President, and devoted advocate for higher education, upon the occasion of Boricua College's 50th Anniversary"
NY,K00860,Signed,2024-02-13,"Commemorating the 200th Anniversary of the Town of Newfane, New York","Commemorating the 200th Anniversary of the Town of Newfane, New York"
NY,K00861,Signed,2024-02-13,"Recognizing the Jell-O Gallery Museum in LeRoy, New York, upon the occasion of its celebration of Jell-O Week on February 12-18, 2024","Recognizing the Jell-O Gallery Museum in LeRoy, New York, upon the occasion of its celebration of Jell-O Week on February 12-18, 2024"
NY,K00862,Signed,2024-02-14,"Memorializing Governor Kathy Hochul to proclaim February 14, 2024, as A Day for Hearts: Congenital Heart Defect Awareness Day in the State of New York","Memorializing Governor Kathy Hochul to proclaim February 14, 2024, as A Day for Hearts: Congenital Heart Defect Awareness Day in the State of New York"
NY,K00863,Signed,2024-02-14,"Memorializing Governor Kathy Hochul to proclaim February 14, 2024, as Donor Day in the State of New York","Memorializing Governor Kathy Hochul to proclaim February 14, 2024, as Donor Day in the State of New York"
NY,K00864,Signed,2024-02-14,"Memorializing Governor Kathy Hochul to proclaim February 17, 2024, as Random Acts of Kindness Day in the State of New York","Memorializing Governor Kathy Hochul to proclaim February 17, 2024, as Random Acts of Kindness Day in the State of New York"
NY,K00865,Signed,2024-02-14,"Memorializing Governor Kathy Hochul to proclaim February 18-24, 2024, as Grain Bin Safety Week in the State of New York","Memorializing Governor Kathy Hochul to proclaim February 18-24, 2024, as Grain Bin Safety Week in the State of New York"
NY,K00866,Signed,2024-02-14,"Memorializing Governor Kathy Hochul to proclaim February 21, 2024, as Mother Language Day in the State of New York","Memorializing Governor Kathy Hochul to proclaim February 21, 2024, as Mother Language Day in the State of New York"
NY,K00867,Signed,2024-02-14,"Congratulating the Tioga High School Football Team upon the occasion of capturing the 2023 NYSPHSAA Class D Football Championship on December 2, 2023","Congratulating the Tioga High School Football Team upon the occasion of capturing the 2023 NYSPHSAA Class D Football Championship on December 2, 2023"
NY,K00868,Signed,2024-02-14,Congratulating Caden Bellis upon the occasion of capturing the 138-pound Division II wrestling title at the NYSPHSAA Wrestling Championships,Congratulating Caden Bellis upon the occasion of capturing the 138-pound Division II wrestling title at the NYSPHSAA Wrestling Championships
NY,K00870,Signed,2024-02-26,"Commemorating the 90th Anniversary of Indium Corporation, on March 13, 2024","Commemorating the 90th Anniversary of Indium Corporation, on March 13, 2024"
NY,K00871,Signed,2024-02-26,Congratulating Dr. Karl Kranz upon the occasion of his retirement after more than 36 years as Executive Director and Staff Counsel to New York State Chiropractic Association,Congratulating Dr. Karl Kranz upon the occasion of his retirement after more than 36 years as Executive Director and Staff Counsel to New York State Chiropractic Association
NY,K00872,Signed,2024-02-26,"Recognizing February 22, 2024, as Student Press Freedom Day","Recognizing February 22, 2024, as Student Press Freedom Day"
NY,K00873,Signed,2024-02-26,"Commending the Teatown Lake Reservation upon the occasion of hosting its 20th Annual Eaglefest on February 3, 2024","Commending the Teatown Lake Reservation upon the occasion of hosting its 20th Annual Eaglefest on February 3, 2024"
NY,K00874,Signed,2024-02-26,Commending Dr. Rafael A. Lantigua for his exceptional achievements and contributions to medicine and community service in New York State,Commending Dr. Rafael A. Lantigua for his exceptional achievements and contributions to medicine and community service in New York State
NY,K00875,Signed,2024-02-26,Commending Rebecca Bly upon the occasion of her designation as 2023 Seneca County Woman of the Year by the Seneca County Women's Coalition,Commending Rebecca Bly upon the occasion of her designation as 2023 Seneca County Woman of the Year by the Seneca County Women's Coalition
NY,K00876,Signed,2024-02-26,"Memorializing Governor Kathy Hochul to proclaim February 26 through March 3, 2024, as Eating Disorders Awareness Week in the State of New York","Memorializing Governor Kathy Hochul to proclaim February 26 through March 3, 2024, as Eating Disorders Awareness Week in the State of New York"
NY,K00877,Signed,2024-02-26,"Memorializing Governor Kathy Hochul to proclaim February 26, 2024, as Students with Disabilities Advocacy Day in the State of New York","Memorializing Governor Kathy Hochul to proclaim February 26, 2024, as Students with Disabilities Advocacy Day in the State of New York"
NY,K00878,Signed,2024-02-26,"Memorializing Governor Kathy Hochul to proclaim May 5-11, 2024, as Tardive Dyskinesia Awareness Week in the State of New York","Memorializing Governor Kathy Hochul to proclaim May 5-11, 2024, as Tardive Dyskinesia Awareness Week in the State of New York"
NY,K00879,Signed,2024-02-26,"Commemorating the eighth annual Sock Out Cancer Day on June 2, 2024, in conjunction with the observance of National Cancer Survivors Day","Commemorating the eighth annual Sock Out Cancer Day on June 2, 2024, in conjunction with the observance of National Cancer Survivors Day"
NY,K00880,Signed,2024-02-28,"Memorializing Governor Kathy Hochul to proclaim February 27, 2024, as Canadian Heritage Day in the State of New York, in celebration of this great Empire State's economic and cultural relationship with Canada","Memorializing Governor Kathy Hochul to proclaim February 27, 2024, as Canadian Heritage Day in the State of New York, in celebration of this great Empire State's economic and cultural relationship with Canada"
NY,K00881,Signed,2024-02-27,"Memorializing Governor Kathy Hochul to proclaim February 2024, as Dominican Heritage Month in the State of New York, in conjunction with the commemoration of the 180th Anniversary of Dominican Independence","Memorializing Governor Kathy Hochul to proclaim February 2024, as Dominican Heritage Month in the State of New York, in conjunction with the commemoration of the 180th Anniversary of Dominican Independence"
NY,K00882,Signed,2024-02-27,"Memorializing Governor Kathy Hochul to proclaim February 2024, as Children's Dental Health Month in the State of New York","Memorializing Governor Kathy Hochul to proclaim February 2024, as Children's Dental Health Month in the State of New York"
NY,K00883,Signed,2024-02-27,"Welcoming the International Ice Hockey Federation Women's World Championship teams to the City of Utica, New York, April 3-14, 2024","Welcoming the International Ice Hockey Federation Women's World Championship teams to the City of Utica, New York, April 3-14, 2024"
NY,K00884,Signed,2024-02-27,"Commemorating the 152nd Anniversary of the City of Yonkers on June 1, 2024","Commemorating the 152nd Anniversary of the City of Yonkers on June 1, 2024"
NY,K00885,Signed,2024-02-27,"Commending the Utica Lions Club upon the occasion of celebrating its 100th Anniversary on February 8, 2024","Commending the Utica Lions Club upon the occasion of celebrating its 100th Anniversary on February 8, 2024"
NY,K00886,Signed,2024-02-27,"Congratulating Quentin Nicastro of Lewisboro, New York, upon the occasion of celebrating his 100th Birthday on January 22, 2024","Congratulating Quentin Nicastro of Lewisboro, New York, upon the occasion of celebrating his 100th Birthday on January 22, 2024"
NY,K00887,Signed,2024-02-27,Commending Volunteer Firefighter Warren Holmes upon the occasion of his designation for special recognition after 50 years of dedicated service to the North Bailey Fire Company,Commending Volunteer Firefighter Warren Holmes upon the occasion of his designation for special recognition after 50 years of dedicated service to the North Bailey Fire Company
NY,K00888,Signed,2024-02-27,Commending Volunteer Firefighter Donald Bauman upon the occasion of his designation for special recognition after 50 years of dedicated service to the North Bailey Fire Company,Commending Volunteer Firefighter Donald Bauman upon the occasion of his designation for special recognition after 50 years of dedicated service to the North Bailey Fire Company
NY,K00889,Signed,2024-02-27,"Commemorating the Museum of Korean American Heritage and its president, Minsun Kim, for their historic work finding, uniting, and curating a collection of 150 years of Korean American emigration history","Commemorating the Museum of Korean American Heritage and its president, Minsun Kim, for their historic work finding, uniting, and curating a collection of 150 years of Korean American emigration history"
NY,K00890,Signed,2024-02-27,"Mourning the death of Ann Gallelli, distinguished citizen, public servant, and devoted member of her community","Mourning the death of Ann Gallelli, distinguished citizen, public servant, and devoted member of her community"
NY,K00891,Signed,2024-02-28,"Memorializing Governor Kathy Hochul to proclaim March 2, 2024, as Read Across America Day in the State of New York","Memorializing Governor Kathy Hochul to proclaim March 2, 2024, as Read Across America Day in the State of New York"
NY,K00892,Signed,2024-02-28,"Memorializing Governor Kathy Hochul to proclaim February 15, 2024, as National School Resource Officer Appreciation Day in the State of New York","Memorializing Governor Kathy Hochul to proclaim February 15, 2024, as National School Resource Officer Appreciation Day in the State of New York"
NY,K00893,Signed,2024-02-28,"Recognizing February 29, 2024, the day connecting Black History Month and Women's History Month, as a day to honor and salute Black women","Recognizing February 29, 2024, the day connecting Black History Month and Women's History Month, as a day to honor and salute Black women"
NY,K00894,Signed,2024-03-04,"Memorializing Governor Kathy Hochul to proclaim March 3-9, 2024, as School Social Worker Week in the State of New York","Memorializing Governor Kathy Hochul to proclaim March 3-9, 2024, as School Social Worker Week in the State of New York"
NY,K00895,Signed,2024-03-04,"Memorializing Governor Kathy Hochul to proclaim March 4, 2024, as Obesity Awareness Day in the State of New York","Memorializing Governor Kathy Hochul to proclaim March 4, 2024, as Obesity Awareness Day in the State of New York"
NY,K00896,Signed,2024-03-04,"Memorializing Governor Kathy Hochul to proclaim March 4, 2024, as Marching Music Day in the State of New York","Memorializing Governor Kathy Hochul to proclaim March 4, 2024, as Marching Music Day in the State of New York"
NY,K00897,Signed,2024-03-04,"Memorializing Governor Kathy Hochul to proclaim November 4, 2024, as Bring Your Parents to Work Day in the State of New York","Memorializing Governor Kathy Hochul to proclaim November 4, 2024, as Bring Your Parents to Work Day in the State of New York"
NY,K00898,Signed,2024-03-04,"Commemorating the 153rd Anniversary of the Yonkers Police Department on April 10, 2024","Commemorating the 153rd Anniversary of the Yonkers Police Department on April 10, 2024"
NY,K00899,Signed,2024-03-04,"Commemorating the 32nd Anniversary of the Independence of Bosnia and Herzegovina on March 1, 2024","Commemorating the 32nd Anniversary of the Independence of Bosnia and Herzegovina on March 1, 2024"
NY,K00900,Signed,2024-03-04,Commending Sitrin Health Care Center upon the occasion of hosting its 20th Annual Celebrity Classic Wheelchair Basketball Game,Commending Sitrin Health Care Center upon the occasion of hosting its 20th Annual Celebrity Classic Wheelchair Basketball Game
NY,K00901,Signed,2024-03-04,Commemorating the 100th Anniversary of Zonta Club of Glens Falls,Commemorating the 100th Anniversary of Zonta Club of Glens Falls
NY,K00902,Signed,2024-03-04,"Honoring St. Patrick and all persons of Irish descent upon the occasion of the 2024 celebration of St. Patrick's Day on Sunday, March 17, 2024","Honoring St. Patrick and all persons of Irish descent upon the occasion of the 2024 celebration of St. Patrick's Day on Sunday, March 17, 2024"
