,SDG,Sub-SDG,Indicator,Proxy Indicators,DC Total,DC Source,DC Source URL,VA Total,VA Source,VA Source URL,MD Total,MD Source,MD Source URL,DC source domain,VA source domain,MD source domain,Shared source?
525,Goal 14: Life Under Water,"14.c Enhance the conservation and sustainable use of oceans and their resources by implementing international law as reflected in the United Nations Convention on the Law of the Sea, which provides the legal framework for the conservation and sustainable use of oceans and their resources, as recalled in paragraph 158 of “The future we want”","14.c.1 Number of countries making progress in ratifying, accepting and implementing through legal, policy and institutional frameworks, ocean-related instruments that implement international law, as reflected in the United Nations Convention on the Law of the Sea, for the conservation and sustainable use of the oceans and their resources",,,,,,,,,,,,,,0
526,Goal 15: Life on Land,,,,,,,,,,,,,,,,0
527,Goal 15: Life on Land,"15.1 By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements",15.1.1 Forest area as a proportion of total land area,Tree canopy coverage,,,,,,,,,,,,,0
528,Goal 15: Life on Land,"15.1 By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements",15.1.1 Forest area as a proportion of total land area,Forest coverage as a proportion of total land area (2010),0.19,"American Forests: Washington, DC Urban Forest Fact Sheet ",https://www.americanforests.org/wp-content/uploads/2013/02/Washington-DC-Urban-Forest-Fact-Sheet-FINAL.pdf,,,,,,,americanforests.org,,,0
529,Goal 15: Life on Land,"15.1 By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.2 Proportion of important sites for terrestrial and freshwater biodiversity that are covered by protected areas, by ecosystem type",List of sites for terrestrial and freshwater biodiversity that are covered by protected areas,,National Park Service,https://www.nps.gov/locations/dc/parks.htm,,,,,,,nps.gov,,,0
530,Goal 15: Life on Land,"15.2 By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",15.2.1 Progress towards sustainable forest management,DC area programs intended to facilitate responsible stewardship of forest life,,,,,,,,,,,,,0
531,Goal 15: Life on Land,"15.4 By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development",15.4.1 Coverage by protected areas of important sites for mountain biodiversity,,,,,,,,,,,,,,0
532,Goal 15: Life on Land,"15.4 By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development",15.4.2 Mountain Green Cover Index,,,,,,,,,,,,,,0
533,Goal 15: Life on Land,"15.5 Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1 Red List Index


",DC Department of Energy & Environment list of Species of Greatest Conservation Need (2015),205,"2015 District of Columbia Wildlife Action Plan, DC Department of Energy & Environment",https://doee.dc.gov/service/2015-district-columbia-wildlife-action-plan,,,,,,,doee.dc.gov,,,0
534,Goal 15: Life on Land,"15.5 Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1 Red List Index


",Number of State Listed Endangered Species,1,Rock Creek Conservancy (2021),https://www.rockcreekconservancy.org/who-we-are/rock-creek-blog/651-meet-the-hay-s-spring-amphipod,50,Ballotpedia: Endangered Species Act,https://ballotpedia.org/Endangered_species_in_Virginia,346,"Maryland Rare, Threatened and Endangered Species ",https://dnr.maryland.gov/wildlife/Pages/plants_wildlife/rte/espaa.aspx,rockcreekconservancy.org,ballotpedia.org,dnr.maryland.gov,0
535,Goal 15: Life on Land,"15.5 Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1 Red List Index


",Number of State Listed Threatened Species,,,,19,Ballotpedia: Endangered Species Act,https://ballotpedia.org/Endangered_species_in_Virginia,94,"Maryland Rare, Threatened and Endangered Species ",https://dnr.maryland.gov/wildlife/Pages/plants_wildlife/rte/espaa.aspx,,ballotpedia.org,dnr.maryland.gov,0
536,Goal 15: Life on Land,"15.5 Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1 Red List Index


",Number of federally threatened or endangered species (2015),6,"2015 District of Columbia Wildlife Action Plan, DC Department of Energy & Environment",https://doee.dc.gov/service/2015-district-columbia-wildlife-action-plan,,,,,,,doee.dc.gov,,,0
537,Goal 15: Life on Land,"15.5 Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1 Red List Index


",Total Number of State Listed Species,387,City Wild Life (2021),https://citywildlife.org/urban-wildlife/area-wildlife/,69,Ballotpedia: Endangered Species Act,https://ballotpedia.org/Endangered_species_in_Virginia,566,"Maryland Rare, Threatened and Endangered Species ",https://dnr.maryland.gov/wildlife/Pages/plants_wildlife/rte/espaa.aspx,citywildlife.org,ballotpedia.org,dnr.maryland.gov,0
538,Goal 15: Life on Land,"15.6 Promote fair and equitable sharing of the benefits arising from the utilization of genetic resources and promote appropriate access to such resources, as internationally agreed","15.6.1 Number of countries that have adopted legislative, administrative and policy frameworks to ensure fair and equitable sharing of benefits",,,,,,,,,,,,,,0
539,Goal 15: Life on Land,15.7 Take urgent action to end poaching and trafficking of protected species of flora and fauna and address both demand and supply of illegal wildlife products,15.7.1 Proportion of traded wildlife that was poached or illicitly trafficked,,,,,,,,,,,,,,0
540,Goal 15: Life on Land,"15.8 By 2020, introduce measures to prevent the introduction and significantly reduce the impact of invasive alien species on land and water ecosystems and control or eradicate the priority species",15.8.1 Proportion of countries adopting relevant national legislation and adequately resourcing the prevention or control of invasive alien species,,,,,,,,,,,,,,0
541,Goal 15: Life on Land,"15.9 By 2020, integrate ecosystem and biodiversity values into national and local planning, development processes, poverty reduction strategies and accounts","15.9.1 (a) Number of countries that have established national targets in accordance with or similar to Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011–2020 in their national biodiversity strategy and action plans and the progress reported towards these targets; and (b) integration of biodiversity into national accounting and reporting systems, defined as implementation of the System of Environmental-Economic Accounting",,,,,,,,,,,,,,0
542,Goal 15: Life on Land,15.a Mobilize and significantly increase financial resources from all sources to conserve and sustainably use biodiversity and ecosystems,15.a.1 Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,Approved budget in thousands for Natural Resources Division of Department of Energy and Environment (FY 2021),33499,FY 2021 Approved Government Budget,https://app.box.com/s/4f3epemwcd2073r910mcchqdkb47gmze,,,,,,,app.box.com,,,0
543,Goal 15: Life on Land,"15.b Mobilize significant resources from all sources and at all levels to finance sustainable forest management and provide adequate incentives to developing countries to advance such management, including for conservation and reforestation",15.b.1 (a) Official development assistance on conservation and sustainable use of biodiversity; and (b) revenue generated and finance mobilized from biodiversity-relevant economic instruments,Combined annual revenue from DC environmental organizations,6113997802,Cause IQ DC Environmental Organizations Database,https://www.causeiq.com/directory/environmental-organizations-list/washington-arlington-alexandria-dc-va-md-wv-metro/,,,,,,,causeiq.com,,,0
544,Goal 15: Life on Land,"15.c Enhance global support for efforts to combat poaching and trafficking of protected species, including by increasing the capacity of local communities to pursue sustainable livelihood opportunities",15.c.1 Proportion of traded wildlife that was poached or illicitly trafficked,,,,,,,,,,,,,,0
